countyFIPS,County Name,State,COVID Cases,COVID Deaths,Population,COVID Cases per 100k,COVID Deaths per 100k
28103,Noxubee County,MS,608,17,10417,5836.61,163.19
28105,Oktibbeha County,MS,2089,57,49587,4212.8,114.95
28107,Panola County,MS,1743,41,34192,5097.68,119.91
28109,Pearl River County,MS,1207,60,55535,2173.4,108.04
28111,Perry County,MS,543,23,11973,4535.2,192.1
28113,Pike County,MS,1424,56,39288,3624.52,142.54
28115,Pontotoc County,MS,1558,20,32174,4842.42,62.16
28117,Prentiss County,MS,1120,20,25126,4457.53,79.6
28119,Quitman County,MS,425,6,6792,6257.36,88.34
28121,Rankin County,MS,4192,86,155271,2699.8,55.39
28123,Scott County,MS,1299,29,28124,4618.83,103.11
28125,Sharkey County,MS,292,15,4321,6757.69,347.14
28127,Simpson County,MS,1262,50,26658,4734.04,187.56
28129,Smith County,MS,616,16,15916,3870.32,100.53
28131,Stone County,MS,513,14,18336,2797.77,76.35
28133,Sunflower County,MS,1692,51,25110,6738.35,203.11
28135,Tallahatchie County,MS,872,26,13809,6314.72,188.28
28137,Tate County,MS,1276,39,28321,4505.49,137.71
28139,Tippah County,MS,977,25,22015,4437.88,113.56
28141,Tishomingo County,MS,845,41,19383,4359.49,211.53
28143,Tunica County,MS,544,17,9632,5647.84,176.5
28145,Union County,MS,1279,25,28815,4438.66,86.76
28147,Walthall County,MS,651,27,14286,4556.91,189.0
28149,Warren County,MS,1583,56,45381,3488.24,123.4
28151,Washington County,MS,2691,100,43909,6128.58,227.74
28153,Wayne County,MS,1041,22,20183,5157.81,109.0
28155,Webster County,MS,384,13,9689,3963.26,134.17
28157,Wilkinson County,MS,346,21,8630,4009.27,243.34
28159,Winston County,MS,886,22,17955,4934.56,122.53
28161,Yalobusha County,MS,578,18,12108,4773.7,148.66
28163,Yazoo County,MS,1291,35,29690,4348.27,117.88
29001,Adair County,MO,581,0,25343,2292.55,0.0
29003,Andrew County,MO,482,8,17712,2721.32,45.17
29005,Atchison County,MO,90,1,5143,1749.95,19.44
29007,Audrain County,MO,664,10,25388,2615.41,39.39
29009,Barry County,MO,942,9,35789,2632.09,25.15
29011,Barton County,MO,455,4,11754,3871.02,34.03
29013,Bates County,MO,272,8,16172,1681.92,49.47
29015,Benton County,MO,511,7,19443,2628.2,36.0
29017,Bollinger County,MO,560,3,12133,4615.51,24.73
29019,Boone County,MO,6462,15,180463,3580.79,8.31
29021,Buchanan County,MO,3129,43,87364,3581.57,49.22
29023,Butler County,MO,1394,8,42478,3281.7,18.83
29025,Caldwell County,MO,195,1,9020,2161.86,11.09
29027,Callaway County,MO,1503,7,44743,3359.18,15.64
29029,Camden County,MO,1696,36,46305,3662.67,77.75
29031,Cape Girardeau County,MO,2909,55,78871,3688.3,69.73
29033,Carroll County,MO,223,4,8679,2569.42,46.09
29035,Carter County,MO,194,3,5982,3243.06,50.15
29037,Cass County,MO,2237,32,105780,2114.77,30.25
29039,Cedar County,MO,259,4,14349,1805.0,27.88
29041,Chariton County,MO,75,0,7426,1009.96,0.0
29043,Christian County,MO,2500,16,88595,2821.83,18.06
29045,Clark County,MO,135,1,6797,1986.17,14.71
29047,Clay County,MO,2801,49,249948,1120.63,19.6
29049,Clinton County,MO,570,25,20387,2795.9,122.63
29051,Cole County,MO,3506,26,76745,4568.38,33.88
29053,Cooper County,MO,685,4,17709,3868.09,22.59
29055,Crawford County,MO,718,9,23920,3001.67,37.63
29057,Dade County,MO,154,0,7561,2036.77,0.0
29059,Dallas County,MO,411,2,16878,2435.12,11.85
29061,Daviess County,MO,234,4,8278,2826.77,48.32
29063,DeKalb County,MO,324,3,12547,2582.29,23.91
29065,Dent County,MO,280,4,15573,1797.98,25.69
29067,Douglas County,MO,308,12,13185,2335.99,91.01
29069,Dunklin County,MO,1209,13,29131,4150.22,44.63
29071,Franklin County,MO,2995,48,103967,2880.72,46.17
29073,Gasconade County,MO,295,24,14706,2005.98,163.2
29075,Gentry County,MO,209,10,6571,3180.64,152.18
29077,Greene County,MO,9767,140,293086,3332.47,47.77
29079,Grundy County,MO,286,11,9850,2903.55,111.68
29081,Harrison County,MO,203,1,8352,2430.56,11.97
29083,Henry County,MO,465,8,21824,2130.68,36.66
29085,Hickory County,MO,258,4,9544,2703.27,41.91
29087,Holt County,MO,131,1,4403,2975.24,22.71
29089,Howard County,MO,273,2,10001,2729.73,20.0
29091,Howell County,MO,1293,14,40117,3223.07,34.9
29093,Iron County,MO,118,0,10125,1165.43,0.0
29095,Jackson County (including other portions of Kansas City),MO,26370,353,703011,3751.01,50.21
29097,Jasper County,MO,5610,77,121328,4623.83,63.46
29099,Jefferson County,MO,6133,89,225081,2724.8,39.54
29101,Johnson County,MO,1612,10,54062,2981.76,18.5
29103,Knox County,MO,69,1,3959,1742.86,25.26
29105,Laclede County,MO,1276,23,35723,3571.93,64.38
29107,Lafayette County,MO,938,26,32708,2867.8,79.49
29109,Lawrence County,MO,1222,24,38355,3186.03,62.57
29111,Lewis County,MO,235,2,9776,2403.85,20.46
29113,Lincoln County,MO,1334,5,59013,2260.52,8.47
29115,Linn County,MO,177,7,11920,1484.9,58.72
29117,Livingston County,MO,588,9,15227,3861.56,59.11
29119,McDonald County,MO,1264,12,22837,5534.88,52.55
29121,Macon County,MO,256,1,15117,1693.46,6.62
29123,Madison County,MO,553,3,12088,4574.78,24.82
29125,Maries County,MO,226,0,8697,2598.6,0.0
29127,Marion County,MO,1028,14,28530,3603.22,49.07
29129,Mercer County,MO,37,0,3617,1022.95,0.0
29131,Miller County,MO,991,15,25619,3868.22,58.55
29133,Mississippi County,MO,467,6,13180,3543.25,45.52
29135,Moniteau County,MO,719,12,16132,4456.98,74.39
29137,Monroe County,MO,196,2,8644,2267.47,23.14
29139,Montgomery County,MO,200,1,11551,1731.45,8.66
29141,Morgan County,MO,762,8,20627,3694.19,38.78
29143,New Madrid County,MO,835,23,17076,4889.9,134.69
29145,Newton County,MO,2188,22,58236,3757.13,37.78
29147,Nodaway County,MO,1005,11,22092,4549.16,49.79
29149,Oregon County,MO,253,0,10529,2402.89,0.0
29151,Osage County,MO,571,3,13615,4193.9,22.03
29153,Ozark County,MO,228,1,9174,2485.28,10.9
29155,Pemiscot County,MO,771,14,15805,4878.2,88.58
29157,Perry County,MO,886,8,19136,4630.02,41.81
29159,Pettis County,MO,1837,24,42339,4338.79,56.69
29161,Phelps County,MO,950,29,44573,2131.34,65.06
29163,Pike County,MO,402,8,18302,2196.48,43.71
29165,Platte County,MO,1067,13,104418,1021.85,12.45
29167,Polk County,MO,1091,10,32149,3393.57,31.11
29169,Pulaski County,MO,1090,11,52607,2071.97,20.91
29171,Putnam County,MO,61,1,4696,1298.98,21.29
29173,Ralls County,MO,222,0,10309,2153.46,0.0
29175,Randolph County,MO,683,3,24748,2759.82,12.12
29177,Ray County,MO,333,2,23018,1446.69,8.69
29179,Reynolds County,MO,95,1,6270,1515.15,15.95
29181,Ripley County,MO,296,4,13288,2227.57,30.1
29183,St. Charles County,MO,11832,156,402022,2943.12,38.8
29185,St. Clair County,MO,130,1,9397,1383.42,10.64
29186,Ste. Genevieve County,MO,503,1,17894,2811.0,5.59
29187,St. Francois County,MO,3126,29,67215,4650.75,43.15
29189,St. Louis County,MO,30035,879,994205,3021.01,88.41
29195,Saline County,MO,1026,11,22761,4507.71,48.33
29197,Schuyler County,MO,50,0,4660,1072.96,0.0
29199,Scotland County,MO,82,1,4902,1672.79,20.4
29201,Scott County,MO,1585,26,38280,4140.54,67.92
29203,Shannon County,MO,275,5,8166,3367.62,61.23
29205,Shelby County,MO,112,1,5930,1888.7,16.86
29207,Stoddard County,MO,965,15,29025,3324.72,51.68
29209,Stone County,MO,770,11,31952,2409.86,34.43
29211,Sullivan County,MO,384,3,6089,6306.45,49.27
29213,Taney County,MO,1916,35,55928,3425.83,62.58
29215,Texas County,MO,649,3,25398,2555.32,11.81
29217,Vernon County,MO,377,3,20563,1833.39,14.59
29219,Warren County,MO,681,2,35649,1910.29,5.61
29221,Washington County,MO,741,20,24730,2996.36,80.87
29223,Wayne County,MO,336,3,12873,2610.11,23.3
29225,Webster County,MO,1256,16,39592,3172.36,40.41
29227,Worth County,MO,37,0,2013,1838.05,0.0
29229,Wright County,MO,626,8,18289,3422.82,43.74
29510,City of St. Louis,MO,8602,225,300576,2861.84,74.86
30001,Beaverhead County,MT,284,1,9453,3004.34,10.58
30003,Big Horn County,MT,1400,38,13319,10511.3,285.31
30005,Blaine County,MT,349,7,6681,5223.77,104.77
30007,Broadwater County,MT,92,0,6237,1475.07,0.0
30009,Carbon County,MT,275,1,10725,2564.1,9.32
30011,Carter County,MT,77,2,1252,6150.16,159.74
30013,Cascade County,MT,2199,15,81366,2702.6,18.44
30015,Chouteau County,MT,119,0,5635,2111.8,0.0
30017,Custer County,MT,344,3,11402,3017.01,26.31
30019,Daniels County,MT,49,3,1690,2899.41,177.51
30021,Dawson County,MT,278,4,8613,3227.68,46.44
30023,Deer Lodge County,MT,473,1,9140,5175.05,10.94
30025,Fallon County,MT,85,0,2846,2986.65,0.0
30027,Fergus County,MT,260,2,11050,2352.94,18.1
30029,Flathead County,MT,3615,27,103806,3482.46,26.01
30031,Gallatin County,MT,3550,8,114434,3102.22,6.99
30033,Garfield County,MT,30,0,1258,2384.74,0.0
30035,Glacier County,MT,1003,16,13753,7292.95,116.34
30037,Golden Valley County,MT,16,0,821,1948.84,0.0
30039,Granite County,MT,71,0,3379,2101.21,0.0
30041,Hill County,MT,896,20,16484,5435.57,121.33
30043,Jefferson County,MT,186,0,12221,1521.97,0.0
30045,Judith Basin County,MT,16,0,2007,797.21,0.0
30047,Lake County,MT,613,6,30458,2012.61,19.7
30049,Lewis and Clark County,MT,1097,6,69432,1579.96,8.64
30051,Liberty County,MT,35,0,2337,1497.65,0.0
30053,Lincoln County,MT,329,5,19980,1646.65,25.03
30055,McCone County,MT,65,0,1664,3906.25,0.0
30057,Madison County,MT,205,1,8600,2383.72,11.63
30059,Meagher County,MT,84,4,1862,4511.28,214.82
30061,Mineral County,MT,16,0,4397,363.88,0.0
30063,Missoula County,MT,2414,18,119600,2018.39,15.05
30065,Musselshell County,MT,128,2,4633,2762.79,43.17
30067,Park County,MT,285,0,16606,1716.25,0.0
30069,Petroleum County,MT,4,0,487,821.36,0.0
30071,Phillips County,MT,193,1,3954,4881.13,25.29
30073,Pondera County,MT,192,1,5911,3248.18,16.92
30075,Powder River County,MT,65,5,1682,3864.45,297.27
30077,Powell County,MT,183,0,6890,2656.02,0.0
30079,Prairie County,MT,33,0,1077,3064.07,0.0
30081,Ravalli County,MT,535,4,43806,1221.29,9.13
30083,Richland County,MT,359,5,10803,3323.15,46.28
30085,Roosevelt County,MT,1022,30,11004,9287.53,272.63
30087,Rosebud County,MT,858,21,8937,9600.54,234.98
30089,Sanders County,MT,108,2,12113,891.6,16.51
30091,Sheridan County,MT,83,0,3309,2508.31,0.0
30093,Silver Bow County,MT,654,2,34915,1873.12,5.73
30095,Stillwater County,MT,231,3,9642,2395.77,31.11
30097,Sweet Grass County,MT,97,2,3737,2595.66,53.52
30099,Teton County,MT,92,1,6147,1496.67,16.27
30101,Toole County,MT,336,6,4736,7094.59,126.69
30103,Treasure County,MT,24,1,696,3448.28,143.68
30105,Valley County,MT,383,5,7396,5178.47,67.6
30107,Wheatland County,MT,73,3,2126,3433.68,141.11
30109,Wibaux County,MT,44,0,969,4540.76,0.0
30111,Yellowstone County,MT,6988,94,161300,4332.3,58.28
31001,Adams County,NE,922,15,31363,2939.77,47.83
31003,Antelope County,NE,182,1,6298,2889.81,15.88
31005,Arthur County,NE,5,0,463,1079.91,0.0
31007,Banner County,NE,4,0,745,536.91,0.0
31009,Blaine County,NE,4,0,465,860.22,0.0
31011,Boone County,NE,170,0,5192,3274.27,0.0
31013,Box Butte County,NE,280,1,10783,2596.68,9.27
31015,Boyd County,NE,78,0,1919,4064.62,0.0
31017,Brown County,NE,86,0,2955,2910.32,0.0
31019,Buffalo County,NE,2011,19,49659,4049.62,38.26
31021,Burt County,NE,152,1,6459,2353.31,15.48
31023,Butler County,NE,305,2,8016,3804.89,24.95
31025,Cass County,NE,605,4,26248,2304.94,15.24
31027,Cedar County,NE,168,0,8402,1999.52,0.0
31029,Chase County,NE,164,0,3924,4179.41,0.0
31031,Cherry County,NE,81,4,5689,1423.8,70.31
31033,Cheyenne County,NE,130,0,8910,1459.03,0.0
31035,Clay County,NE,195,1,6203,3143.64,16.12
31037,Colfax County,NE,971,7,10709,9067.14,65.37
31039,Cuming County,NE,322,3,8846,3640.06,33.91
31041,Custer County,NE,250,5,10777,2319.76,46.4
31043,Dakota County,NE,2604,49,20026,13003.1,244.68
31045,Dawes County,NE,270,5,8589,3143.56,58.21
31047,Dawson County,NE,1363,15,23595,5776.65,63.57
31049,Deuel County,NE,15,0,1794,836.12,0.0
31051,Dixon County,NE,170,2,5636,3016.32,35.49
31053,Dodge County,NE,1776,20,36565,4857.1,54.7
31055,Douglas County,NE,23605,232,571327,4131.61,40.61
31057,Dundy County,NE,29,1,1693,1712.94,59.07
31059,Fillmore County,NE,128,2,5462,2343.46,36.62
31061,Franklin County,NE,94,0,2979,3155.42,0.0
31063,Frontier County,NE,45,0,2627,1712.98,0.0
31065,Furnas County,NE,112,3,4676,2395.21,64.16
31067,Gage County,NE,600,5,21513,2789.01,23.24
31069,Garden County,NE,48,0,1837,2612.96,0.0
31071,Garfield County,NE,35,0,1969,1777.55,0.0
31073,Gosper County,NE,62,0,1990,3115.58,0.0
31075,Grant County,NE,5,0,623,802.57,0.0
31077,Greeley County,NE,48,0,2356,2037.35,0.0
31079,Hall County,NE,2790,52,61353,4547.45,84.76
31081,Hamilton County,NE,255,12,9324,2734.88,128.7
31083,Harlan County,NE,66,0,3380,1952.66,0.0
31085,Hayes County,NE,25,0,922,2711.5,0.0
31087,Hitchcock County,NE,53,0,2762,1918.9,0.0
31089,Holt County,NE,328,5,10067,3258.17,49.67
31091,Hooker County,NE,25,1,682,3665.69,146.63
31093,Howard County,NE,172,5,6445,2668.74,77.58
31095,Jefferson County,NE,103,0,7046,1461.82,0.0
31097,Johnson County,NE,116,0,5071,2287.52,0.0
31099,Kearney County,NE,263,0,6495,4049.27,0.0
31101,Keith County,NE,123,0,8034,1530.99,0.0
31103,Keya Paha County,NE,9,0,806,1116.63,0.0
31105,Kimball County,NE,65,0,3632,1789.65,0.0
31107,Knox County,NE,285,1,8332,3420.55,12.0
31109,Lancaster County,NE,9653,45,319090,3025.17,14.1
31111,Lincoln County,NE,1033,8,34914,2958.7,22.91
31113,Logan County,NE,12,0,748,1604.28,0.0
31115,Loup County,NE,8,0,664,1204.82,0.0
31117,McPherson County,NE,10,0,494,2024.29,0.0
31119,Madison County,NE,1534,11,35099,4370.49,31.34
31121,Merrick County,NE,163,1,7755,2101.87,12.89
31123,Morrill County,NE,134,0,4642,2886.69,0.0
31125,Nance County,NE,119,0,3519,3381.64,0.0
31127,Nemaha County,NE,175,0,6972,2510.04,0.0
31129,Nuckolls County,NE,111,0,4148,2675.99,0.0
31131,Otoe County,NE,345,1,16012,2154.63,6.25
31133,Pawnee County,NE,33,0,2613,1262.92,0.0
31135,Perkins County,NE,51,10,2891,1764.1,345.9
31137,Phelps County,NE,329,2,9034,3641.8,22.14
31139,Pierce County,NE,234,11,7148,3273.64,153.89
31141,Platte County,NE,1777,7,33470,5309.23,20.91
31143,Polk County,NE,205,6,5213,3932.48,115.1
31145,Red Willow County,NE,284,0,10724,2648.27,0.0
31147,Richardson County,NE,135,2,7865,1716.47,25.43
31149,Rock County,NE,59,1,1357,4347.83,73.69
31151,Saline County,NE,993,2,14224,6981.16,14.06
31153,Sarpy County,NE,6275,39,187196,3352.1,20.83
31155,Saunders County,NE,728,4,21578,3373.81,18.54
31157,Scotts Bluff County,NE,1042,9,35618,2925.49,25.27
31159,Seward County,NE,441,3,17284,2551.49,17.36
31161,Sheridan County,NE,148,0,5246,2821.2,0.0
31163,Sherman County,NE,67,3,3001,2232.59,99.97
31165,Sioux County,NE,12,0,1166,1029.16,0.0
31167,Stanton County,NE,86,0,5920,1452.7,0.0
31169,Thayer County,NE,73,0,5003,1459.12,0.0
31171,Thomas County,NE,15,0,722,2077.56,0.0
31173,Thurston County,NE,353,4,7224,4886.49,55.37
31175,Valley County,NE,95,1,4158,2284.75,24.05
31177,Washington County,NE,559,7,20729,2696.71,33.77
31179,Wayne County,NE,386,2,9385,4112.95,21.31
31181,Webster County,NE,124,0,3487,3556.07,0.0
31183,Wheeler County,NE,4,0,783,510.86,0.0
31185,York County,NE,558,2,13679,4079.25,14.62
32001,Churchill County,NV,245,4,24909,983.58,16.06
32003,Clark County,NV,82362,1515,2266715,3633.54,66.84
32005,Douglas County,NV,420,1,48905,858.81,2.04
32007,Elko County,NV,1497,14,52778,2836.41,26.53
32009,Esmeralda County,NV,0,0,873,0.0,0.0
32011,Eureka County,NV,13,0,2029,640.71,0.0
32013,Humboldt County,NV,178,4,16831,1057.57,23.77
32015,Lander County,NV,110,4,5532,1988.43,72.31
32017,Lincoln County,NV,49,0,5183,945.4,0.0
32019,Lyon County,NV,622,13,57510,1081.55,22.6
32021,Mineral County,NV,18,0,4505,399.56,0.0
32023,Nye County,NV,713,16,46523,1532.58,34.39
32027,Pershing County,NV,24,0,6725,356.88,0.0
32029,Storey County,NV,24,0,4123,582.1,0.0
32031,Washoe County,NV,13578,197,471519,2879.63,41.78
32033,White Pine County,NV,122,1,9580,1273.49,10.44
32510,Carson City,NV,726,8,55916,1298.38,14.31
33001,Belknap County,NH,248,5,61303,404.55,8.16
33003,Carroll County,NH,161,2,48910,329.18,4.09
33005,Cheshire County,NH,206,3,76085,270.75,3.94
33007,Coos County,NH,96,0,31563,304.15,0.0
33009,Grafton County,NH,255,1,89886,283.69,1.11
33011,Hillsborough County,NH,5615,323,417025,1346.44,77.45
33013,Merrimack County,NH,951,29,151391,628.17,19.16
33015,Rockingham County,NH,2766,105,309769,892.92,33.9
33017,Strafford County,NH,787,14,130633,602.45,10.72
33019,Sullivan County,NH,93,1,43146,215.55,2.32
34001,Atlantic County,NJ,5341,266,263670,2025.64,100.88
34003,Bergen County,NJ,25526,2063,932202,2738.25,221.3
34005,Burlington County,NJ,8721,516,445349,1958.24,115.86
34007,Camden County,NJ,11988,636,506471,2366.97,125.57
34009,Cape May County,NJ,1151,100,92039,1250.56,108.65
34011,Cumberland County,NJ,4068,162,149527,2720.58,108.34
34013,Essex County,NJ,25292,2144,798975,3165.56,268.34
34015,Gloucester County,NJ,5679,249,291636,1947.29,85.38
34017,Hudson County,NJ,23633,1530,672391,3514.77,227.55
34019,Hunterdon County,NJ,1626,127,124371,1307.38,102.11
34021,Mercer County,NJ,9438,640,367430,2568.65,174.18
34023,Middlesex County,NJ,22676,1449,825062,2748.4,175.62
34025,Monmouth County,NJ,14415,873,618795,2329.53,141.08
34027,Morris County,NJ,9357,839,491845,1902.43,170.58
34029,Ocean County,NJ,16990,1070,607186,2798.15,176.22
34031,Passaic County,NJ,21282,1262,501826,4240.91,251.48
34033,Salem County,NJ,1193,89,62385,1912.32,142.66
34035,Somerset County,NJ,6575,595,328934,1998.88,180.89
34037,Sussex County,NJ,1761,197,140488,1253.49,140.23
34039,Union County,NJ,20674,1373,556341,3716.07,246.79
34041,Warren County,NJ,1632,171,105267,1550.34,162.44
35001,Bernalillo County,NM,11859,212,679121,1746.23,31.22
35003,Catron County,NM,10,1,3527,283.53,28.35
35005,Chaves County,NM,2169,19,64615,3356.81,29.4
35006,Cibola County,NM,658,23,26675,2466.73,86.22
35007,Colfax County,NM,46,1,11941,385.23,8.37
35009,Curry County,NM,1650,12,48954,3370.51,24.51
35011,De Baca County,NM,2,0,1748,114.42,0.0
35013,Dona Ana County,NM,6809,82,218195,3120.6,37.58
35015,Eddy County,NM,1582,24,58460,2706.12,41.05
35017,Grant County,NM,206,4,26998,763.02,14.82
35019,Guadalupe County,NM,46,1,4300,1069.77,23.26
35021,Harding County,NM,1,0,625,160.0,0.0
35023,Hidalgo County,NM,125,2,4198,2977.61,47.64
35025,Lea County,NM,2217,30,71070,3119.46,42.21
35027,Lincoln County,NM,395,6,19572,2018.19,30.66
35028,Los Alamos County,NM,50,0,19369,258.14,0.0
35029,Luna County,NM,1158,12,23709,4884.22,50.61
35031,McKinley County,NM,4752,262,71367,6658.54,367.12
35033,Mora County,NM,15,0,4521,331.79,0.0
35035,Otero County,NM,569,14,67490,843.09,20.74
35037,Quay County,NM,112,2,8253,1357.08,24.23
35039,Rio Arriba County,NM,543,15,38921,1395.13,38.54
35041,Roosevelt County,NM,493,9,18500,2664.86,48.65
35043,Sandoval County,NM,2131,49,146748,1452.15,33.39
35045,San Juan County,NM,3861,205,123958,3114.76,165.38
35047,San Miguel County,NM,196,0,27277,718.55,0.0
35049,Santa Fe County,NM,1899,14,150358,1262.99,9.31
35051,Sierra County,NM,130,1,10791,1204.71,9.27
35053,Socorro County,NM,270,13,16637,1622.89,78.14
35055,Taos County,NM,262,5,32723,800.66,15.28
35057,Torrance County,NM,112,1,15461,724.4,6.47
35059,Union County,NM,45,2,4059,1108.65,49.27
35061,Valencia County,NM,1075,5,76688,1401.78,6.52
36001,Albany County,NY,3750,130,305506,1227.47,42.55
36003,Allegany County,NY,348,17,46091,755.03,36.88
36005,Bronx County,NY,55912,4996,1418207,3942.44,352.28
36007,Broome County,NY,3738,106,190488,1962.33,55.65
36009,Cattaraugus County,NY,549,19,76117,721.26,24.96
36011,Cayuga County,NY,453,3,76576,591.57,3.92
36013,Chautauqua County,NY,1017,4,126903,801.4,3.15
36015,Chemung County,NY,1852,17,83456,2219.13,20.37
36017,Chenango County,NY,425,7,47207,900.29,14.83
36019,Clinton County,NY,270,5,80485,335.47,6.21
36021,Columbia County,NY,736,52,59461,1237.79,87.45
36023,Cortland County,NY,589,1,47581,1237.89,2.1
36025,Delaware County,NY,192,6,44135,435.03,13.59
36027,Dutchess County,NY,5565,166,294218,1891.45,56.42
36029,Erie County,NY,13531,654,918702,1472.84,71.19
36031,Essex County,NY,203,14,36885,550.36,37.96
36033,Franklin County,NY,87,1,50022,173.92,2.0
36035,Fulton County,NY,367,28,53383,687.48,52.45
36037,Genesee County,NY,411,6,57280,717.53,10.47
36039,Greene County,NY,516,15,47188,1093.5,31.79
36041,Hamilton County,NY,19,1,4416,430.25,22.64
36043,Herkimer County,NY,399,10,61319,650.7,16.31
36045,Jefferson County,NY,222,1,109834,202.12,0.91
36047,Kings County,NY,76238,7404,2559903,2978.16,289.23
36049,Lewis County,NY,148,5,26296,562.82,19.01
36051,Livingston County,NY,350,6,62914,556.31,9.54
36053,Madison County,NY,593,9,70941,835.91,12.69
36055,Monroe County,NY,7705,261,741770,1038.73,35.19
36057,Montgomery County,NY,273,9,49221,554.64,18.28
36059,Nassau County,NY,50294,2216,1356924,3706.47,163.31
36061,New York County,NY,36712,3200,1628706,2254.06,196.47
36063,Niagara County,NY,2137,90,209281,1021.12,43.0
36065,Oneida County,NY,2851,129,228671,1246.77,56.41
36067,Onondaga County,NY,5762,186,460528,1251.17,40.39
36069,Ontario County,NY,710,29,109777,646.77,26.42
36071,Orange County,NY,13889,420,384940,3608.09,109.11
36073,Orleans County,NY,413,55,40352,1023.49,136.3
36075,Oswego County,NY,648,4,117124,553.26,3.42
36077,Otsego County,NY,421,5,59493,707.65,8.4
36079,Putnam County,NY,1861,64,98320,1892.8,65.09
36081,Queens County,NY,77649,7297,2253858,3445.16,323.76
36083,Rensselaer County,NY,1124,43,158714,708.19,27.09
36085,Richmond County,NY,17644,1095,476143,3705.61,229.97
36087,Rockland County,NY,18265,513,325789,5606.39,157.46
36089,St. Lawrence County,NY,423,4,107740,392.61,3.71
36091,Saratoga County,NY,1423,17,229863,619.06,7.4
36093,Schenectady County,NY,1622,48,155299,1044.44,30.91
36095,Schoharie County,NY,115,2,30999,370.98,6.45
36097,Schuyler County,NY,149,3,17807,836.75,16.85
36099,Seneca County,NY,149,2,34016,438.03,5.88
36101,Steuben County,NY,1087,70,95379,1139.66,73.39
36103,Suffolk County,NY,49538,2021,1476601,3354.87,136.87
36105,Sullivan County,NY,1818,37,75432,2410.12,49.05
36107,Tioga County,NY,699,33,48203,1450.12,68.46
36109,Tompkins County,NY,656,0,102180,642.0,0.0
36111,Ulster County,NY,2556,86,177573,1439.41,48.43
36113,Warren County,NY,468,30,63944,731.89,46.92
36115,Washington County,NY,350,14,61204,571.86,22.87
36117,Wayne County,NY,561,4,89918,623.9,4.45
36119,Westchester County,NY,40946,1472,967506,4232.12,152.14
36121,Wyoming County,NY,203,5,39859,509.3,12.54
36123,Yates County,NY,134,6,24913,537.87,24.08
37001,Alamance County,NC,5290,76,169509,3120.78,44.84
37003,Alexander County,NC,884,9,37497,2357.52,24.0
37005,Alleghany County,NC,313,1,11137,2810.45,8.98
37007,Anson County,NC,734,9,24446,3002.54,36.82
37009,Ashe County,NC,467,3,27203,1716.72,11.03
37011,Avery County,NC,623,0,17557,3548.44,0.0
37013,Beaufort County,NC,1397,40,46994,2972.72,85.12
37015,Bertie County,NC,733,19,18947,3868.69,100.28
37017,Bladen County,NC,1086,19,32722,3318.87,58.06
37019,Brunswick County,NC,2212,41,142820,1548.8,28.71
37021,Buncombe County,NC,4203,102,261191,1609.17,39.05
37023,Burke County,NC,2750,48,90485,3039.18,53.05
37025,Cabarrus County,NC,4998,91,216453,2309.05,42.04
37027,Caldwell County,NC,2594,19,82178,3156.56,23.12
37029,Camden County,NC,144,3,10867,1325.11,27.61
37031,Carteret County,NC,1171,5,69473,1685.55,7.2
37033,Caswell County,NC,635,5,22604,2809.24,22.12
37035,Catawba County,NC,4513,61,159551,2828.56,38.23
37037,Chatham County,NC,1960,61,74470,2631.93,81.91
37039,Cherokee County,NC,779,14,28612,2722.63,48.93
37041,Chowan County,NC,532,10,13943,3815.53,71.72
37043,Clay County,NC,229,3,11231,2039.0,26.71
37045,Cleveland County,NC,3253,83,97947,3321.18,84.74
37047,Columbus County,NC,1739,61,55508,3132.88,109.89
37049,Craven County,NC,2375,57,102139,2325.26,55.81
37051,Cumberland County,NC,7170,98,335509,2137.05,29.21
37053,Currituck County,NC,225,4,27763,810.43,14.41
37055,Dare County,NC,381,3,37009,1029.48,8.11
37057,Davidson County,NC,3799,43,167609,2266.58,25.65
37059,Davie County,NC,780,8,42846,1820.47,18.67
37061,Duplin County,NC,2807,54,58741,4778.6,91.93
37063,Durham County,NC,9104,100,321488,2831.83,31.11
37065,Edgecombe County,NC,2024,54,51472,3932.24,104.91
37067,Forsyth County,NC,9056,119,382295,2368.85,31.13
37069,Franklin County,NC,1458,31,69685,2092.27,44.49
37071,Gaston County,NC,7597,112,224529,3383.53,49.88
37073,Gates County,NC,167,3,11562,1444.39,25.95
37075,Graham County,NC,250,7,8441,2961.73,82.93
37077,Granville County,NC,2041,50,60443,3376.74,82.72
37079,Greene County,NC,958,12,21069,4546.96,56.96
37081,Guilford County,NC,11662,205,537174,2170.99,38.16
37083,Halifax County,NC,1438,27,50010,2875.42,53.99
37085,Harnett County,NC,2984,68,135976,2194.5,50.01
37087,Haywood County,NC,731,36,62317,1173.03,57.77
37089,Henderson County,NC,2536,65,117417,2159.82,55.36
37091,Hertford County,NC,862,34,23677,3640.66,143.6
37093,Hoke County,NC,1577,25,55234,2855.13,45.26
37095,Hyde County,NC,176,5,4937,3564.92,101.28
37097,Iredell County,NC,3885,34,181806,2136.89,18.7
37099,Jackson County,NC,1052,7,43938,2394.28,15.93
37101,Johnston County,NC,5682,60,209339,2714.26,28.66
37103,Jones County,NC,202,15,9419,2144.6,159.25
37105,Lee County,NC,2117,19,61779,3426.73,30.75
