countyFIPS,County Name,State,COVID Cases,COVID Deaths,Population,COVID Cases per 100k,COVID Deaths per 100k
13181,Lincoln County,GA,241,7,7921,3042.55,88.37
13183,Long County,GA,279,4,19559,1426.45,20.45
13185,Lowndes County,GA,4535,87,117406,3862.66,74.1
13187,Lumpkin County,GA,1064,15,33610,3165.72,44.63
13189,McDuffie County,GA,703,16,21312,3298.61,75.08
13191,McIntosh County,GA,316,7,14378,2197.8,48.69
13193,Macon County,GA,255,10,12947,1969.57,77.24
13195,Madison County,GA,815,11,29880,2727.58,36.81
13197,Marion County,GA,205,9,8359,2452.45,107.67
13199,Meriwether County,GA,599,16,21167,2829.88,75.59
13201,Miller County,GA,316,2,5718,5526.41,34.98
13205,Mitchell County,GA,849,46,21863,3883.27,210.4
13207,Monroe County,GA,774,55,27578,2806.58,199.43
13209,Montgomery County,GA,370,9,9172,4034.02,98.12
13211,Morgan County,GA,540,6,19276,2801.41,31.13
13213,Murray County,GA,1105,10,40096,2755.89,24.94
13215,Muscogee County,GA,6419,175,195769,3278.86,89.39
13217,Newton County,GA,2925,96,111744,2617.59,85.91
13219,Oconee County,GA,877,31,40280,2177.26,76.96
13221,Oglethorpe County,GA,432,13,15259,2831.12,85.2
13223,Paulding County,GA,3251,61,168667,1927.47,36.17
13225,Peach County,GA,805,26,27546,2922.38,94.39
13227,Pickens County,GA,820,10,32591,2516.03,30.68
13229,Pierce County,GA,688,24,19465,3534.55,123.3
13231,Pike County,GA,395,11,18962,2083.11,58.01
13233,Polk County,GA,1751,28,42613,4109.07,65.71
13235,Pulaski County,GA,340,23,11137,3052.89,206.52
13237,Putnam County,GA,821,27,22119,3711.74,122.07
13239,Quitman County,GA,41,1,2299,1783.38,43.5
13241,Rabun County,GA,437,11,17137,2550.04,64.19
13243,Randolph County,GA,340,30,6778,5016.23,442.61
13245,Richmond County,GA,8160,185,202518,4029.27,91.35
13247,Rockdale County,GA,2175,41,90896,2392.84,45.11
13249,Schley County,GA,109,2,5257,2073.43,38.04
13251,Screven County,GA,454,11,13966,3250.75,78.76
13253,Seminole County,GA,396,11,8090,4894.93,135.97
13255,Spalding County,GA,1631,63,66703,2445.17,94.45
13257,Stephens County,GA,1293,42,25925,4987.46,162.01
13259,Stewart County,GA,571,16,6621,8624.07,241.66
13261,Sumter County,GA,967,68,29524,3275.3,230.32
13263,Talbot County,GA,180,8,6195,2905.57,129.14
13265,Taliaferro County,GA,31,0,1537,2016.92,0.0
13267,Tattnall County,GA,955,16,25286,3776.79,63.28
13269,Taylor County,GA,237,12,8020,2955.11,149.63
13271,Telfair County,GA,495,24,15860,3121.06,151.32
13273,Terrell County,GA,341,32,8531,3997.19,375.1
13275,Thomas County,GA,1625,71,44451,3655.71,159.73
13277,Tift County,GA,1984,65,40644,4881.41,159.93
13279,Toombs County,GA,1523,57,26830,5676.48,212.45
13281,Towns County,GA,455,13,12037,3780.01,108.0
13283,Treutlen County,GA,310,12,6901,4492.1,173.89
13285,Troup County,GA,3069,109,69922,4389.18,155.89
13287,Turner County,GA,339,24,7985,4245.46,300.56
13289,Twiggs County,GA,224,10,8120,2758.62,123.15
13291,Union County,GA,912,26,24511,3720.78,106.07
13293,Upson County,GA,843,70,26320,3202.89,265.96
13295,Walker County,GA,1952,46,69761,2798.13,65.94
13297,Walton County,GA,2394,70,94593,2530.84,74.0
13299,Ware County,GA,1765,65,35734,4939.27,181.9
13301,Warren County,GA,170,6,5254,3235.63,114.2
13303,Washington County,GA,792,13,20374,3887.31,63.81
13305,Wayne County,GA,1268,33,29927,4236.98,110.27
13307,Webster County,GA,44,2,2607,1687.76,76.72
13309,Wheeler County,GA,369,17,7855,4697.64,216.42
13311,White County,GA,1022,24,30798,3318.4,77.93
13313,Whitfield County,GA,5701,64,104628,5448.83,61.17
13315,Wilcox County,GA,259,25,8635,2999.42,289.52
13317,Wilkes County,GA,317,7,9777,3242.3,71.6
13319,Wilkinson County,GA,374,17,8954,4176.9,189.86
13321,Worth County,GA,612,35,20247,3022.67,172.87
15001,Hawaii County,HI,1300,31,201513,645.12,15.38
15003,Honolulu County,HI,13186,170,974563,1353.02,17.44
15005,Kalawao County,HI,0,0,86,0.0,0.0
15007,Kauai County,HI,65,0,72293,89.91,0.0
15009,Maui County,HI,524,17,167417,312.99,10.15
16001,Ada County,ID,17451,181,481587,3623.64,37.58
16003,Adams County,ID,65,2,4294,1513.74,46.58
16005,Bannock County,ID,2732,14,87808,3111.33,15.94
16007,Bear Lake County,ID,77,1,6125,1257.14,16.33
16009,Benewah County,ID,188,3,9298,2021.94,32.27
16011,Bingham County,ID,1664,23,46811,3554.72,49.13
16013,Blaine County,ID,916,7,23021,3978.98,30.41
16015,Boise County,ID,87,2,7831,1110.97,25.54
16017,Bonner County,ID,527,1,45739,1152.19,2.19
16019,Bonneville County,ID,4764,38,119062,4001.28,31.92
16021,Boundary County,ID,203,1,12245,1657.82,8.17
16023,Butte County,ID,104,0,2597,4004.62,0.0
16025,Camas County,ID,41,0,1106,3707.05,0.0
16027,Canyon County,ID,10417,111,229849,4532.11,48.29
16029,Caribou County,ID,306,4,7155,4276.73,55.9
16031,Cassia County,ID,1469,9,24030,6113.19,37.45
16033,Clark County,ID,40,0,845,4733.73,0.0
16035,Clearwater County,ID,149,0,8756,1701.69,0.0
16037,Custer County,ID,98,1,4315,2271.15,23.17
16039,Elmore County,ID,581,4,27511,2111.88,14.54
16041,Franklin County,ID,384,2,13876,2767.37,14.41
16043,Fremont County,ID,504,4,13099,3847.62,30.54
16045,Gem County,ID,452,6,18112,2495.58,33.13
16047,Gooding County,ID,636,9,15179,4190.0,59.29
16049,Idaho County,ID,380,1,16667,2279.95,6.0
16051,Jefferson County,ID,1025,4,29871,3431.42,13.39
16053,Jerome County,ID,1198,9,24412,4907.42,36.87
16055,Kootenai County,ID,4509,51,165697,2721.23,30.78
16057,Latah County,ID,982,1,40108,2448.39,2.49
16059,Lemhi County,ID,290,1,8027,3612.81,12.46
16061,Lewis County,ID,85,3,3838,2214.7,78.17
16063,Lincoln County,ID,240,3,5366,4472.61,55.91
16065,Madison County,ID,2751,4,39907,6893.53,10.02
16067,Minidoka County,ID,1260,9,21039,5988.88,42.78
16069,Nez Perce County,ID,924,24,40408,2286.68,59.39
16071,Oneida County,ID,64,0,4531,1412.49,0.0
16073,Owyhee County,ID,406,5,11823,3433.98,42.29
16075,Payette County,ID,1174,10,23951,4901.67,41.75
16077,Power County,ID,376,2,7681,4895.2,26.04
16079,Shoshone County,ID,288,20,12882,2235.68,155.26
16081,Teton County,ID,305,2,12142,2511.94,16.47
16083,Twin Falls County,ID,4363,49,86878,5021.98,56.4
16085,Valley County,ID,129,1,11392,1132.37,8.78
16087,Washington County,ID,484,8,10194,4747.89,78.48
17001,Adams County,IL,2223,25,65435,3397.26,38.21
17003,Alexander County,IL,154,2,5761,2673.15,34.72
17005,Bond County,IL,544,9,16426,3311.82,54.79
17007,Boone County,IL,2171,26,53544,4054.61,48.56
17009,Brown County,IL,127,0,6578,1930.68,0.0
17011,Bureau County,IL,1022,19,32628,3132.28,58.23
17013,Calhoun County,IL,84,0,4739,1772.53,0.0
17015,Carroll County,IL,506,14,14305,3537.22,97.87
17017,Cass County,IL,476,11,12147,3918.66,90.56
17019,Champaign County,IL,6824,28,209689,3254.34,13.35
17021,Christian County,IL,912,31,32304,2823.18,95.96
17023,Clark County,IL,334,18,15441,2163.07,116.57
17025,Clay County,IL,350,14,13184,2654.73,106.19
17027,Clinton County,IL,1919,31,37562,5108.89,82.53
17029,Coles County,IL,2178,40,50621,4302.56,79.02
17031,Cook County,IL,193102,5500,5150233,3749.38,106.79
17033,Crawford County,IL,684,6,18667,3664.22,32.14
17035,Cumberland County,IL,323,6,10766,3000.19,55.73
17037,DeKalb County,IL,2779,43,104897,2649.27,40.99
17039,De Witt County,IL,303,6,15638,1937.59,38.37
17041,Douglas County,IL,825,9,19465,4238.38,46.24
17043,DuPage County,IL,25681,622,922921,2782.58,67.39
17045,Edgar County,IL,175,11,17161,1019.75,64.1
17047,Edwards County,IL,116,0,6395,1813.92,0.0
17049,Effingham County,IL,1330,4,34008,3910.84,11.76
17051,Fayette County,IL,735,24,21336,3444.88,112.49
17053,Ford County,IL,222,16,12961,1712.83,123.45
17055,Franklin County,IL,1110,10,38469,2885.44,25.99
17057,Fulton County,IL,657,2,34340,1913.22,5.82
17059,Gallatin County,IL,117,2,4828,2423.36,41.43
17061,Greene County,IL,342,17,12969,2637.06,131.08
17063,Grundy County,IL,1125,7,51054,2203.55,13.71
17065,Hamilton County,IL,148,2,8116,1823.56,24.64
17067,Hancock County,IL,369,4,17708,2083.8,22.59
17069,Hardin County,IL,59,0,3821,1544.1,0.0
17071,Henderson County,IL,137,0,6646,2061.39,0.0
17073,Henry County,IL,888,9,48913,1815.47,18.4
17075,Iroquois County,IL,572,19,27114,2109.61,70.07
17077,Jackson County,IL,1660,26,56750,2925.11,45.81
17079,Jasper County,IL,294,10,9610,3059.31,104.06
17081,Jefferson County,IL,1017,52,37684,2698.76,137.99
17083,Jersey County,IL,495,21,21773,2273.46,96.45
17085,Jo Daviess County,IL,584,9,21235,2750.18,42.38
17087,Johnson County,IL,408,0,12417,3285.82,0.0
17089,Kane County,IL,18650,356,532403,3502.99,66.87
17091,Kankakee County,IL,3867,81,109862,3519.87,73.73
17093,Kendall County,IL,3083,30,128990,2390.11,23.26
17095,Knox County,IL,1467,21,49699,2951.77,42.25
17097,Lake County,IL,22618,522,696535,3247.22,74.94
17099,LaSalle County,IL,2776,69,108669,2554.55,63.5
17101,Lawrence County,IL,379,8,15678,2417.4,51.03
17103,Lee County,IL,926,2,34096,2715.86,5.87
17105,Livingston County,IL,769,12,35648,2157.2,33.66
17107,Logan County,IL,666,4,28618,2327.21,13.98
17109,McDonough County,IL,828,21,29682,2789.57,70.75
17111,McHenry County,IL,7265,120,307774,2360.5,38.99
17113,McLean County,IL,4500,38,171517,2623.65,22.16
17115,Macon County,IL,3685,59,104009,3542.96,56.73
17117,Macoupin County,IL,877,11,44926,1952.1,24.48
17119,Madison County,IL,7751,149,262966,2947.53,56.66
17121,Marion County,IL,1207,25,37205,3244.19,67.2
17123,Marshall County,IL,174,3,11438,1521.24,26.23
17125,Mason County,IL,361,7,13359,2702.3,52.4
17127,Massac County,IL,172,2,13772,1248.91,14.52
17129,Menard County,IL,193,1,12196,1582.49,8.2
17131,Mercer County,IL,339,6,15437,2196.02,38.87
17133,Monroe County,IL,1068,32,34637,3083.41,92.39
17135,Montgomery County,IL,687,17,28414,2417.82,59.83
17137,Morgan County,IL,1064,26,33658,3161.21,77.25
17139,Moultrie County,IL,496,6,14501,3420.45,41.38
17141,Ogle County,IL,1428,8,50643,2819.74,15.8
17143,Peoria County,IL,5083,79,179179,2836.83,44.09
17145,Perry County,IL,507,16,20916,2423.98,76.5
17147,Piatt County,IL,290,2,16344,1774.35,12.24
17149,Pike County,IL,441,8,15561,2834.01,51.41
17151,Pope County,IL,45,1,4177,1077.33,23.94
17153,Pulaski County,IL,247,1,5335,4629.8,18.74
17155,Putnam County,IL,107,0,5739,1864.44,0.0
17157,Randolph County,IL,1403,15,31782,4414.45,47.2
17159,Richland County,IL,355,18,15513,2288.4,116.03
17161,Rock Island County,IL,4522,95,141879,3187.22,66.96
17163,St. Clair County,IL,8405,224,259686,3236.6,86.26
17165,Saline County,IL,653,11,23491,2779.79,46.83
17167,Sangamon County,IL,4638,66,194672,2382.47,33.9
17169,Schuyler County,IL,101,1,6768,1492.32,14.78
17171,Scott County,IL,116,0,4951,2342.96,0.0
17173,Shelby County,IL,770,12,21634,3559.21,55.47
17175,Stark County,IL,99,3,5342,1853.24,56.16
17177,Stephenson County,IL,1242,9,44498,2791.14,20.23
17179,Tazewell County,IL,3034,59,131803,2301.92,44.76
17181,Union County,IL,821,25,16653,4930.04,150.12
17183,Vermilion County,IL,1974,12,75758,2605.67,15.84
17185,Wabash County,IL,264,6,11520,2291.67,52.08
17187,Warren County,IL,570,9,16844,3383.99,53.43
17189,Washington County,IL,353,2,13887,2541.95,14.4
17191,Wayne County,IL,546,18,16215,3367.25,111.01
17193,White County,IL,299,5,13537,2208.76,36.94
17195,Whiteside County,IL,1804,31,55175,3269.6,56.18
17197,Will County,IL,20657,445,690743,2990.55,64.42
17199,Williamson County,IL,2062,61,66597,3096.24,91.6
17201,Winnebago County,IL,11638,187,282572,4118.6,66.18
17203,Woodford County,IL,781,17,38459,2030.73,44.2
18001,Adams County,IN,1000,9,35777,2795.09,25.16
18003,Allen County,IN,9673,248,379299,2550.23,65.38
18005,Bartholomew County,IN,1612,63,83779,1924.11,75.2
18007,Benton County,IN,123,1,8748,1406.04,11.43
18009,Blackford County,IN,298,6,11758,2534.44,51.03
18011,Boone County,IN,1440,54,67843,2122.55,79.6
18013,Brown County,IN,160,3,15092,1060.16,19.88
18015,Carroll County,IN,386,13,20257,1905.51,64.18
18017,Cass County,IN,2407,27,37689,6386.48,71.64
18019,Clark County,IN,3329,74,118302,2813.98,62.55
18021,Clay County,IN,554,10,26225,2112.49,38.13
18023,Clinton County,IN,1059,20,32399,3268.62,61.73
18025,Crawford County,IN,178,2,10577,1682.9,18.91
18027,Daviess County,IN,1012,38,33351,3034.39,113.94
18029,Dearborn County,IN,1157,30,49458,2339.36,60.66
18031,Decatur County,IN,646,42,26559,2432.32,158.14
18033,DeKalb County,IN,916,14,43475,2106.96,32.2
18035,Delaware County,IN,3399,84,114135,2978.05,73.6
18037,Dubois County,IN,1635,28,42736,3825.81,65.52
18039,Elkhart County,IN,10404,156,206341,5042.14,75.6
18041,Fayette County,IN,1048,23,23102,4536.4,99.56
18043,Floyd County,IN,2038,72,78522,2595.45,91.69
18045,Fountain County,IN,403,3,16346,2465.43,18.35
18047,Franklin County,IN,417,26,22758,1832.32,114.25
18049,Fulton County,IN,442,11,19974,2212.88,55.07
18051,Gibson County,IN,1040,12,33659,3089.81,35.65
18053,Grant County,IN,1907,44,65769,2899.54,66.9
18055,Greene County,IN,642,43,31922,2011.15,134.7
18057,Hamilton County,IN,7118,134,338011,2105.85,39.64
18059,Hancock County,IN,1385,47,78168,1771.82,60.13
18061,Harrison County,IN,891,26,40515,2199.19,64.17
18063,Hendricks County,IN,3714,157,170311,2180.72,92.18
18065,Henry County,IN,1569,31,47972,3270.66,64.62
18067,Howard County,IN,1836,71,82544,2224.27,86.01
18069,Huntington County,IN,555,5,36520,1519.72,13.69
18071,Jackson County,IN,1303,21,44231,2945.9,47.48
18073,Jasper County,IN,821,6,33562,2446.22,17.88
18075,Jay County,IN,430,8,20436,2104.13,39.15
18077,Jefferson County,IN,449,5,32308,1389.75,15.48
18079,Jennings County,IN,445,15,27735,1604.47,54.08
18081,Johnson County,IN,3640,156,158167,2301.37,98.63
18083,Knox County,IN,958,10,36594,2617.92,27.33
18085,Kosciusko County,IN,2365,31,79456,2976.49,39.02
18087,LaGrange County,IN,882,16,39614,2226.49,40.39
18089,Lake County,IN,16078,395,485493,3311.69,81.36
18091,LaPorte County,IN,2627,68,109888,2390.62,61.88
18093,Lawrence County,IN,1099,41,45370,2422.31,90.37
18095,Madison County,IN,2880,112,129569,2222.75,86.44
18097,Marion County,IN,27861,850,964582,2888.4,88.12
18099,Marshall County,IN,1641,30,46258,3547.49,64.85
18101,Martin County,IN,215,0,10255,2096.54,0.0
18103,Miami County,IN,785,5,35516,2210.27,14.08
18105,Monroe County,IN,3562,43,148431,2399.77,28.97
18107,Montgomery County,IN,738,23,38338,1924.98,59.99
18109,Morgan County,IN,1093,45,70489,1550.6,63.84
18111,Newton County,IN,278,13,13984,1987.99,92.96
18113,Noble County,IN,1361,36,47744,2850.62,75.4
18115,Ohio County,IN,151,7,5875,2570.21,119.15
18117,Orange County,IN,457,27,19646,2326.17,137.43
18119,Owen County,IN,240,2,20799,1153.9,9.62
18121,Parke County,IN,296,4,16937,1747.65,23.62
18123,Perry County,IN,515,15,19169,2686.63,78.25
18125,Pike County,IN,383,18,12389,3091.45,145.29
18127,Porter County,IN,4025,56,170389,2362.24,32.87
18129,Posey County,IN,855,11,25427,3362.57,43.26
18131,Pulaski County,IN,200,4,12353,1619.04,32.38
18133,Putnam County,IN,844,17,37576,2246.11,45.24
18135,Randolph County,IN,550,11,24665,2229.88,44.6
18137,Ripley County,IN,566,8,28324,1998.31,28.24
18139,Rush County,IN,344,4,16581,2074.66,24.12
18141,St. Joseph County,IN,10679,189,271826,3928.62,69.53
18143,Scott County,IN,614,18,23873,2571.94,75.4
18145,Shelby County,IN,1537,49,44729,3436.25,109.55
18147,Spencer County,IN,464,6,20277,2288.31,29.59
18149,Starke County,IN,532,11,22995,2313.55,47.84
18151,Steuben County,IN,756,9,34594,2185.35,26.02
18153,Sullivan County,IN,505,14,20669,2443.27,67.73
18155,Switzerland County,IN,112,0,10751,1041.76,0.0
18157,Tippecanoe County,IN,4502,18,195732,2300.08,9.2
18159,Tipton County,IN,309,26,15148,2039.87,171.64
18161,Union County,IN,160,0,7054,2268.22,0.0
18163,Vanderburgh County,IN,6699,76,181451,3691.91,41.88
18165,Vermillion County,IN,307,1,15498,1980.9,6.45
18167,Vigo County,IN,3080,49,107038,2877.48,45.78
18169,Wabash County,IN,570,11,30996,1838.95,35.49
18171,Warren County,IN,116,1,8265,1403.51,12.1
18173,Warrick County,IN,2214,68,62998,3514.4,107.94
18175,Washington County,IN,428,3,28036,1526.61,10.7
18177,Wayne County,IN,2118,37,65884,3214.74,56.16
18179,Wells County,IN,586,15,28296,2070.96,53.01
18181,White County,IN,692,16,24102,2871.13,66.38
18183,Whitley County,IN,573,6,33964,1687.08,17.67
19001,Adair County,IA,221,1,7152,3090.04,13.98
19003,Adams County,IA,87,1,3602,2415.32,27.76
19005,Allamakee County,IA,430,9,13687,3141.67,65.76
19007,Appanoose County,IA,281,3,12426,2261.39,24.14
19009,Audubon County,IA,191,1,5496,3475.25,18.2
19011,Benton County,IA,724,3,25645,2823.16,11.7
19013,Black Hawk County,IA,6430,102,131228,4899.87,77.73
19015,Boone County,IA,797,9,26234,3038.04,34.31
19017,Bremer County,IA,781,9,25062,3116.27,35.91
19019,Buchanan County,IA,551,5,21175,2602.13,23.61
19021,Buena Vista County,IA,2355,12,19620,12003.06,61.16
19023,Butler County,IA,435,3,14439,3012.67,20.78
19025,Calhoun County,IA,347,4,9668,3589.16,41.37
19027,Carroll County,IA,1260,13,20165,6248.45,64.47
19029,Cass County,IA,479,3,12836,3731.69,23.37
19031,Cedar County,IA,542,7,18627,2909.75,37.58
19033,Cerro Gordo County,IA,1601,27,42450,3771.5,63.6
19035,Cherokee County,IA,446,2,11235,3969.74,17.8
19037,Chickasaw County,IA,391,1,11933,3276.63,8.38
19039,Clarke County,IA,368,3,9395,3916.98,31.93
19041,Clay County,IA,595,4,16016,3715.03,24.98
19043,Clayton County,IA,557,3,17549,3173.97,17.09
19045,Clinton County,IA,1634,28,46429,3519.35,60.31
19047,Crawford County,IA,1411,15,16820,8388.82,89.18
19049,Dallas County,IA,3766,47,93453,4029.83,50.29
19051,Davis County,IA,205,4,9000,2277.78,44.44
19053,Decatur County,IA,174,0,7870,2210.93,0.0
19055,Delaware County,IA,877,14,17011,5155.49,82.3
19057,Des Moines County,IA,1638,11,38967,4203.56,28.23
19059,Dickinson County,IA,844,9,17258,4890.49,52.15
19061,Dubuque County,IA,5828,59,97311,5989.05,60.63
19063,Emmet County,IA,469,21,9208,5093.4,228.06
19065,Fayette County,IA,445,4,19650,2264.63,20.36
19067,Floyd County,IA,483,11,15642,3087.84,70.32
19069,Franklin County,IA,411,18,10070,4081.43,178.75
19071,Fremont County,IA,223,2,6960,3204.02,28.74
19073,Greene County,IA,209,0,8888,2351.49,0.0
19075,Grundy County,IA,373,6,12232,3049.38,49.05
19077,Guthrie County,IA,427,15,10689,3994.76,140.33
19079,Hamilton County,IA,504,5,14773,3411.63,33.85
19081,Hancock County,IA,410,6,10630,3857.01,56.44
19083,Hardin County,IA,549,7,16846,3258.93,41.55
19085,Harrison County,IA,740,17,14049,5267.28,121.01
19087,Henry County,IA,1176,5,19954,5893.56,25.06
19089,Howard County,IA,293,9,9158,3199.39,98.27
19091,Humboldt County,IA,395,3,9558,4132.66,31.39
19093,Ida County,IA,247,2,6860,3600.58,29.15
19095,Iowa County,IA,477,10,16184,2947.36,61.79
19097,Jackson County,IA,761,3,19439,3914.81,15.43
19099,Jasper County,IA,1304,34,37185,3506.79,91.43
19101,Jefferson County,IA,281,1,18295,1535.94,5.47
19103,Johnson County,IA,6235,31,151140,4125.31,20.51
19105,Jones County,IA,574,4,20681,2775.49,19.34
19107,Keokuk County,IA,213,1,10246,2078.86,9.76
19109,Kossuth County,IA,519,0,14813,3503.68,0.0
19111,Lee County,IA,1088,12,33657,3232.61,35.65
19113,Linn County,IA,6629,134,226706,2924.05,59.11
19115,Louisa County,IA,562,15,11035,5092.89,135.93
19117,Lucas County,IA,218,6,8600,2534.88,69.77
19119,Lyon County,IA,598,8,11755,5087.2,68.06
19121,Madison County,IA,396,3,16338,2423.8,18.36
19123,Mahaska County,IA,785,25,22095,3552.84,113.15
19125,Marion County,IA,1142,11,33253,3434.28,33.08
19127,Marshall County,IA,2243,36,39369,5697.38,91.44
19129,Mills County,IA,473,3,15109,3130.58,19.86
19131,Mitchell County,IA,322,1,10586,3041.75,9.45
19133,Monona County,IA,270,2,8615,3134.07,23.22
19135,Monroe County,IA,278,12,7707,3607.11,155.7
19137,Montgomery County,IA,211,7,9917,2127.66,70.59
19139,Muscatine County,IA,1598,58,42664,3745.55,135.95
19141,O'Brien County,IA,819,14,13753,5955.06,101.8
19143,Osceola County,IA,318,0,5958,5337.36,0.0
19145,Page County,IA,441,0,15107,2919.18,0.0
19147,Palo Alto County,IA,353,2,8886,3972.54,22.51
19149,Plymouth County,IA,1836,31,25177,7292.37,123.13
19151,Pocahontas County,IA,265,2,6619,4003.63,30.22
19153,Polk County,IA,20684,290,490161,4219.84,59.16
19155,Pottawattamie County,IA,3556,45,93206,3815.21,48.28
19157,Poweshiek County,IA,526,11,18504,2842.63,59.45
19159,Ringgold County,IA,104,2,4894,2125.05,40.87
19161,Sac County,IA,431,4,9721,4433.7,41.15
19163,Scott County,IA,5223,43,172943,3020.07,24.86
19165,Shelby County,IA,426,2,11454,3719.22,17.46
19167,Sioux County,IA,2654,17,34855,7614.4,48.77
19169,Story County,IA,4251,18,97117,4377.19,18.53
19171,Tama County,IA,1047,38,16854,6212.18,225.47
19173,Taylor County,IA,271,2,6121,4427.38,32.67
19175,Union County,IA,291,5,12241,2377.26,40.85
19177,Van Buren County,IA,201,2,7044,2853.49,28.39
19179,Wapello County,IA,1652,62,34969,4724.18,177.3
19181,Warren County,IA,1424,7,51466,2766.88,13.6
19183,Washington County,IA,725,12,21965,3300.71,54.63
19185,Wayne County,IA,161,3,6441,2499.61,46.58
19187,Webster County,IA,2043,15,35904,5690.17,41.78
19189,Winnebago County,IA,539,19,10354,5205.72,183.5
19191,Winneshiek County,IA,543,9,19991,2716.22,45.02
19193,Woodbury County,IA,7676,100,103107,7444.69,96.99
19195,Worth County,IA,160,0,7381,2167.73,0.0
19197,Wright County,IA,802,1,12562,6384.33,7.96
20001,Allen County,KS,123,1,12369,994.42,8.08
20003,Anderson County,KS,215,0,7858,2736.07,0.0
20005,Atchison County,KS,537,6,16073,3341.01,37.33
20007,Barber County,KS,74,0,4427,1671.56,0.0
20009,Barton County,KS,797,7,25779,3091.66,27.15
20011,Bourbon County,KS,307,3,14534,2112.29,20.64
20013,Brown County,KS,258,5,9564,2697.62,52.28
20015,Butler County,KS,1572,3,66911,2349.39,4.48
20017,Chase County,KS,98,3,2648,3700.91,113.29
20019,Chautauqua County,KS,31,0,3250,953.85,0.0
20021,Cherokee County,KS,703,8,19939,3525.75,40.12
20023,Cheyenne County,KS,137,5,2657,5156.19,188.18
20025,Clark County,KS,75,4,1994,3761.28,200.6
20027,Clay County,KS,115,2,8002,1437.14,24.99
20029,Cloud County,KS,170,1,8786,1934.9,11.38
20031,Coffey County,KS,177,9,8179,2164.08,110.04
20033,Comanche County,KS,22,0,1700,1294.12,0.0
20035,Cowley County,KS,583,10,34908,1670.1,28.65
20037,Crawford County,KS,1527,12,38818,3933.74,30.91
20039,Decatur County,KS,128,1,2827,4527.77,35.37
20041,Dickinson County,KS,345,3,18466,1868.3,16.25
20043,Doniphan County,KS,211,0,7600,2776.32,0.0
20045,Douglas County,KS,2961,19,122259,2421.91,15.54
20047,Edwards County,KS,83,0,2798,2966.4,0.0
20049,Elk County,KS,15,0,2530,592.89,0.0
20051,Ellis County,KS,1447,18,28553,5067.77,63.04
20053,Ellsworth County,KS,330,1,6102,5408.06,16.39
20055,Finney County,KS,3105,20,36467,8514.55,54.84
20057,Ford County,KS,3491,10,33619,10384.01,29.75
20059,Franklin County,KS,594,5,25544,2325.4,19.57
20061,Geary County,KS,573,4,31670,1809.28,12.63
20063,Gove County,KS,199,12,2636,7549.32,455.24
20065,Graham County,KS,58,1,2482,2336.83,40.29
20067,Grant County,KS,473,8,7150,6615.38,111.89
20069,Gray County,KS,208,2,5988,3473.61,33.4
20071,Greeley County,KS,46,0,1232,3733.77,0.0
20073,Greenwood County,KS,108,0,5982,1805.42,0.0
20075,Hamilton County,KS,72,0,2539,2835.76,0.0
20077,Harper County,KS,165,3,5436,3035.32,55.19
20079,Harvey County,KS,649,8,34429,1885.04,23.24
20081,Haskell County,KS,178,1,3968,4485.89,25.2
20083,Hodgeman County,KS,45,0,1794,2508.36,0.0
20085,Jackson County,KS,352,4,13171,2672.54,30.37
20087,Jefferson County,KS,299,6,19043,1570.13,31.51
20089,Jewell County,KS,29,1,2879,1007.29,34.73
20091,Johnson County,KS,15817,205,602401,2625.66,34.03
20093,Kearny County,KS,160,6,3838,4168.84,156.33
20095,Kingman County,KS,151,3,7152,2111.3,41.95
20097,Kiowa County,KS,65,0,2475,2626.26,0.0
20099,Labette County,KS,414,6,19618,2110.31,30.58
20101,Lane County,KS,28,1,1535,1824.1,65.15
20103,Leavenworth County,KS,2687,18,81758,3286.53,22.02
20105,Lincoln County,KS,24,1,2962,810.26,33.76
20107,Linn County,KS,127,1,9703,1308.87,10.31
20109,Logan County,KS,124,0,2794,4438.08,0.0
20111,Lyon County,KS,1316,41,33195,3964.45,123.51
20113,McPherson County,KS,455,7,28542,1594.14,24.53
20115,Marion County,KS,190,1,11884,1598.79,8.41
20117,Marshall County,KS,96,0,9707,988.98,0.0
20119,Meade County,KS,171,2,4033,4240.02,49.59
20121,Miami County,KS,583,2,34237,1702.84,5.84
20123,Mitchell County,KS,66,0,5979,1103.86,0.0
20125,Montgomery County,KS,722,6,31829,2268.37,18.85
20127,Morris County,KS,86,0,5620,1530.25,0.0
20129,Morton County,KS,63,2,2587,2435.25,77.31
20131,Nemaha County,KS,357,2,10231,3489.39,19.55
20133,Neosho County,KS,280,0,16007,1749.23,0.0
20135,Ness County,KS,169,9,2750,6145.45,327.27
20137,Norton County,KS,715,18,5361,13337.06,335.76
20139,Osage County,KS,174,3,15949,1090.98,18.81
20141,Osborne County,KS,38,0,3421,1110.79,0.0
20143,Ottawa County,KS,123,0,5704,2156.38,0.0
20145,Pawnee County,KS,438,1,6414,6828.81,15.59
20147,Phillips County,KS,211,9,5234,4031.33,171.95
20149,Pottawatomie County,KS,405,0,24383,1660.99,0.0
20151,Pratt County,KS,192,0,9164,2095.15,0.0
20153,Rawlins County,KS,120,0,2530,4743.08,0.0
20155,Reno County,KS,2376,18,61998,3832.38,29.03
20157,Republic County,KS,86,1,4636,1855.05,21.57
20159,Rice County,KS,160,1,9537,1677.68,10.49
20161,Riley County,KS,2177,11,74232,2932.7,14.82
